ad_id,ad_name,campaign_id,campaign_name,ad_type,platform,reporting_date,age_group,gender,impressions,clicks,spend,conversions,conversion_value
AD_0417,Ad Creative 417,CMP_09,Campaign 7,Image,Facebook,19-07-24,55+,Male,30485,1373,5983.12,290,17091.38
AD_0418,Ad Creative 418,CMP_11,Campaign 14,Carousel,Facebook,05-07-24,45-54,All,68136,117,6545.63,48,3451.15
AD_0419,Ad Creative 419,CMP_12,Campaign 20,Carousel,Instagram,25-07-24,25-34,Female,76735,4155,8549.84,267,12848.18
AD_0420,Ad Creative 420,CMP_16,Campaign 9,Carousel,Instagram,25-07-24,45-54,All,72375,9135,1787.61,494,29797.31
AD_0421,Ad Creative 421,CMP_06,Campaign 4,Video,Instagram,26-07-24,35-44,All,18106,1951,2298.1,765,61567.07
AD_0422,Ad Creative 422,CMP_03,Campaign 5,Text,Instagram,03-07-24,18-24,Female,80491,852,3891.34,164,11025.54
AD_0423,Ad Creative 423,CMP_13,Campaign 20,Carousel,Facebook,31-07-24,25-34,All,29077,6075,6090.48,81,6091.57
AD_0424,Ad Creative 424,CMP_17,Campaign 10,Video,Facebook,26-07-24,55+,All,64807,7192,2017.47,10,691.2
AD_0425,Ad Creative 425,CMP_08,Campaign 1,Video,Facebook,09-07-24,45-54,Female,67618,3795,1695.24,629,8331.42
AD_0426,Ad Creative 426,CMP_03,Campaign 3,Carousel,Instagram,12-07-24,35-44,Male,87783,6474,5861.01,415,23487.69
AD_0427,Ad Creative 427,CMP_09,Campaign 6,Text,Facebook,18-07-24,18-24,All,79487,3187,9297.17,465,28709.85
AD_0428,Ad Creative 428,CMP_09,Campaign 18,Carousel,Instagram,31-07-24,45-54,All,38578,5570,1170.53,969,54453.73
AD_0429,Ad Creative 429,CMP_15,Campaign 19,Image,Instagram,04-07-24,35-44,Male,63400,3985,3396.94,775,61848.02
AD_0430,Ad Creative 430,CMP_14,Campaign 12,Image,Instagram,08-07-24,35-44,Male,50167,3610,7011.91,693,56836.07
AD_0431,Ad Creative 431,CMP_11,Campaign 12,Video,Instagram,06-07-24,25-34,Female,52298,5603,5545.74,77,2006.91
AD_0432,Ad Creative 432,CMP_07,Campaign 8,Video,Facebook,27-07-24,55+,Female,96624,3271,7354.42,240,21251.24
AD_0433,Ad Creative 433,CMP_16,Campaign 20,Image,Facebook,28-07-24,45-54,Female,20456,1747,9201.92,122,8640.42
AD_0434,Ad Creative 434,CMP_19,Campaign 9,Text,Facebook,25-07-24,55+,Female,81362,5167,8981.26,504,45001.58
AD_0435,Ad Creative 435,CMP_14,Campaign 16,Image,Instagram,13-07-24,25-34,Female,52160,3638,5766.86,768,11422.72
AD_0436,Ad Creative 436,CMP_07,Campaign 13,Image,Instagram,12-07-24,55+,Female,15786,8490,3156.85,471,5066.86
AD_0437,Ad Creative 437,CMP_20,Campaign 11,Carousel,Facebook,16-07-24,45-54,Male,24540,8987,2371.77,269,14101.27
AD_0438,Ad Creative 438,CMP_06,Campaign 19,Video,Facebook,27-07-24,18-24,All,54941,6099,8543.33,373,13117.16
AD_0439,Ad Creative 439,CMP_05,Campaign 5,Text,Facebook,06-07-24,45-54,Female,35392,3863,4322.47,568,25150.76
AD_0440,Ad Creative 440,CMP_10,Campaign 9,Image,Instagram,04-07-24,25-34,Male,17635,8470,7205.74,546,44051.26
AD_0441,Ad Creative 441,CMP_11,Campaign 9,Carousel,Instagram,18-07-24,55+,Female,28251,4166,8389.8,487,9090.91
AD_0442,Ad Creative 442,CMP_20,Campaign 7,Video,Instagram,12-07-24,35-44,All,45117,324,1212.81,210,18493.27
AD_0443,Ad Creative 443,CMP_13,Campaign 20,Carousel,Instagram,21-07-24,25-34,Male,66914,7987,7365.39,793,71423.07
AD_0444,Ad Creative 444,CMP_03,Campaign 3,Video,Instagram,08-07-24,35-44,Female,83972,5527,6312.92,431,26483.82
AD_0445,Ad Creative 445,CMP_09,Campaign 15,Carousel,Instagram,14-07-24,25-34,Male,85601,4773,2675.09,727,49449.08
AD_0446,Ad Creative 446,CMP_03,Campaign 7,Video,Instagram,04-07-24,18-24,Male,3037,512,6620.39,240,22713.45
AD_0447,Ad Creative 447,CMP_03,Campaign 4,Carousel,Facebook,03-07-24,45-54,Female,62031,8985,264.14,55,2515.21
AD_0448,Ad Creative 448,CMP_05,Campaign 17,Video,Facebook,02-07-24,35-44,Female,30072,4053,2842.11,755,50119.36
AD_0449,Ad Creative 449,CMP_18,Campaign 15,Video,Facebook,19-07-24,55+,Female,62420,7654,8709.05,998,93948.91
AD_0450,Ad Creative 450,CMP_10,Campaign 12,Text,Facebook,26-07-24,18-24,Female,82722,9240,5234.84,445,30063.11
AD_0451,Ad Creative 451,CMP_01,Campaign 17,Video,Instagram,10-07-24,45-54,All,40362,5992,2598.44,422,15749.7
AD_0452,Ad Creative 452,CMP_14,Campaign 10,Video,Facebook,18-07-24,35-44,Male,1100,1007,7554.85,969,35819.03
AD_0453,Ad Creative 453,CMP_13,Campaign 13,Video,Instagram,03-07-24,45-54,All,53977,9184,3947.82,447,11038.33
AD_0454,Ad Creative 454,CMP_09,Campaign 10,Carousel,Instagram,07-07-24,18-24,Male,31409,8464,7999.69,782,50978.16
AD_0455,Ad Creative 455,CMP_09,Campaign 20,Text,Facebook,11-07-24,18-24,Male,17917,4744,6369.11,113,7412.31
AD_0456,Ad Creative 456,CMP_09,Campaign 5,Text,Facebook,08-07-24,18-24,Male,6515,4382,1859.78,22,422.5
AD_0457,Ad Creative 457,CMP_16,Campaign 12,Text,Facebook,11-07-24,18-24,Male,1940,1010,3419.46,222,8445.3
AD_0458,Ad Creative 458,CMP_06,Campaign 7,Carousel,Instagram,27-07-24,18-24,Male,7355,2183,3924.52,794,46756.5
AD_0459,Ad Creative 459,CMP_02,Campaign 7,Text,Facebook,17-07-24,25-34,Female,93684,4078,7712.37,394,19647.4
AD_0460,Ad Creative 460,CMP_02,Campaign 18,Image,Instagram,16-07-24,35-44,Male,51013,5113,3230.97,958,63826.54
AD_0461,Ad Creative 461,CMP_14,Campaign 11,Image,Facebook,26-07-24,35-44,All,47251,853,2178.27,682,13751.55
AD_0462,Ad Creative 462,CMP_19,Campaign 16,Video,Instagram,25-07-24,18-24,Male,15692,6484,2431.27,808,78533.68
AD_0463,Ad Creative 463,CMP_02,Campaign 2,Carousel,Facebook,23-07-24,55+,Male,20679,8190,6859.6,93,3762.59
AD_0464,Ad Creative 464,CMP_12,Campaign 15,Video,Facebook,23-07-24,45-54,Female,16502,7992,3167.74,238,14339.87
AD_0465,Ad Creative 465,CMP_15,Campaign 18,Carousel,Instagram,07-07-24,55+,Male,94958,2207,8986.68,256,13741.36
AD_0466,Ad Creative 466,CMP_20,Campaign 18,Video,Facebook,17-07-24,25-34,Female,71263,5696,7324.16,331,11511.92
AD_0467,Ad Creative 467,CMP_17,Campaign 13,Video,Facebook,20-07-24,35-44,All,38764,4314,3671.44,554,5575.89
AD_0468,Ad Creative 468,CMP_13,Campaign 7,Text,Facebook,20-07-24,35-44,Female,31308,5254,633.89,738,71618.98
AD_0469,Ad Creative 469,CMP_02,Campaign 5,Video,Facebook,07-07-24,18-24,Female,53723,5276,963.01,113,7830.92
AD_0470,Ad Creative 470,CMP_16,Campaign 17,Carousel,Facebook,12-07-24,25-34,All,25125,1617,5710.34,32,2728.54
AD_0471,Ad Creative 471,CMP_16,Campaign 3,Text,Facebook,12-07-24,55+,All,94099,1161,9302.15,13,374.22
AD_0472,Ad Creative 472,CMP_09,Campaign 17,Image,Facebook,27-07-24,35-44,Male,54529,6046,7084.48,813,68395.96
AD_0473,Ad Creative 473,CMP_13,Campaign 7,Video,Facebook,19-07-24,25-34,All,28308,8511,1012.7,99,3048.37
AD_0474,Ad Creative 474,CMP_19,Campaign 12,Text,Instagram,29-07-24,18-24,Male,98208,9144,7461.21,425,33560.34
AD_0475,Ad Creative 475,CMP_18,Campaign 20,Text,Instagram,29-07-24,35-44,All,23654,9010,5047.18,411,28432.1
AD_0476,Ad Creative 476,CMP_11,Campaign 20,Video,Facebook,13-07-24,55+,All,42563,6090,7641.96,422,20573.74
AD_0477,Ad Creative 477,CMP_01,Campaign 2,Carousel,Facebook,17-07-24,25-34,Female,33313,5898,4524.31,984,94842.05
AD_0478,Ad Creative 478,CMP_09,Campaign 18,Video,Facebook,02-07-24,45-54,Female,870,307,2148.62,113,4332.58
AD_0479,Ad Creative 479,CMP_08,Campaign 9,Carousel,Facebook,19-07-24,45-54,All,20471,2267,3671.15,271,16908.78
AD_0480,Ad Creative 480,CMP_16,Campaign 19,Image,Instagram,02-07-24,55+,Female,28509,1264,3247.26,740,39536.71
AD_0481,Ad Creative 481,CMP_14,Campaign 14,Image,Facebook,24-07-24,55+,Male,10296,916,3344.23,789,70364.07
AD_0482,Ad Creative 482,CMP_18,Campaign 19,Video,Instagram,17-07-24,25-34,Male,83094,6266,3048.18,55,753.85
AD_0483,Ad Creative 483,CMP_20,Campaign 19,Image,Facebook,14-07-24,35-44,Female,6631,5518,9973.67,749,72947.82
AD_0484,Ad Creative 484,CMP_02,Campaign 18,Text,Instagram,03-07-24,45-54,All,19410,2165,825.91,344,21131.8
AD_0485,Ad Creative 485,CMP_16,Campaign 13,Video,Facebook,08-07-24,18-24,Female,56959,2136,1349.14,780,47062.59
AD_0486,Ad Creative 486,CMP_14,Campaign 14,Carousel,Instagram,07-07-24,35-44,Female,56379,5298,9241.42,701,12662.53
AD_0487,Ad Creative 487,CMP_20,Campaign 15,Video,Instagram,02-07-24,25-34,Male,77850,396,3048.54,394,38962.14
AD_0488,Ad Creative 488,CMP_04,Campaign 2,Video,Facebook,28-07-24,35-44,Male,89841,6124,7577.46,159,13793.05
AD_0489,Ad Creative 489,CMP_07,Campaign 18,Video,Facebook,18-07-24,55+,Female,45003,1823,4500.89,312,3758.77
AD_0490,Ad Creative 490,CMP_01,Campaign 13,Image,Instagram,06-07-24,18-24,Female,71942,7913,7299.37,637,14473.45
AD_0491,Ad Creative 491,CMP_03,Campaign 13,Carousel,Instagram,28-07-24,18-24,Male,26315,4444,4649.88,54,5133.56
AD_0492,Ad Creative 492,CMP_04,Campaign 11,Text,Facebook,06-07-24,25-34,All,38347,6332,9797.94,236,13161.4
AD_0493,Ad Creative 493,CMP_17,Campaign 10,Carousel,Instagram,13-07-24,25-34,Male,60039,9186,7124.84,948,12871.68
AD_0494,Ad Creative 494,CMP_17,Campaign 9,Image,Instagram,29-07-24,45-54,Male,45463,5765,6252.5,363,11346.81
AD_0495,Ad Creative 495,CMP_05,Campaign 3,Text,Facebook,14-07-24,25-34,All,72747,4590,1517.51,230,20871.53
AD_0496,Ad Creative 496,CMP_15,Campaign 18,Video,Facebook,21-07-24,25-34,All,20031,6987,3124.17,993,64031.82
AD_0497,Ad Creative 497,CMP_17,Campaign 5,Text,Facebook,21-07-24,55+,Male,70966,3314,1381.53,883,63547.65
AD_0498,Ad Creative 498,CMP_06,Campaign 11,Video,Facebook,25-07-24,35-44,Female,41624,1111,5329.85,570,42607.3
AD_0499,Ad Creative 499,CMP_09,Campaign 5,Video,Facebook,05-07-24,25-34,Male,53913,4970,7456.22,453,38030.65
AD_0500,Ad Creative 500,CMP_08,Campaign 8,Image,Instagram,03-07-24,45-54,Male,99945,4372,5670.65,620,19084.85
AD_0501,Ad Creative 501,CMP_13,Campaign 16,Text,Facebook,06-07-24,25-34,Male,65850,9907,7120.34,480,20955.05
AD_0502,Ad Creative 502,CMP_14,Campaign 8,Video,Facebook,03-07-24,25-34,Female,4234,3347,9688.17,782,72952.12
AD_0503,Ad Creative 503,CMP_08,Campaign 14,Text,Facebook,20-07-24,45-54,All,80889,8027,3249.29,704,36030.05
AD_0504,Ad Creative 504,CMP_18,Campaign 17,Image,Facebook,15-07-24,45-54,Male,41022,6457,9391.42,626,38482.79
AD_0505,Ad Creative 505,CMP_18,Campaign 13,Image,Facebook,10-07-24,45-54,Female,32217,8498,3956.41,550,41890.92
AD_0506,Ad Creative 506,CMP_02,Campaign 17,Video,Instagram,27-07-24,45-54,Male,39928,4684,1665.28,472,17226.95
AD_0507,Ad Creative 507,CMP_18,Campaign 5,Text,Instagram,11-07-24,45-54,Male,94728,8202,1798.12,115,7209.38
AD_0508,Ad Creative 508,CMP_15,Campaign 3,Carousel,Instagram,23-07-24,25-34,All,23455,7433,8966.23,604,54735.41
AD_0509,Ad Creative 509,CMP_12,Campaign 3,Text,Facebook,13-07-24,55+,Female,96120,2024,1142.09,93,4691.46
AD_0510,Ad Creative 510,CMP_05,Campaign 6,Video,Facebook,25-07-24,18-24,Female,5764,1399,3352.26,934,82581.93
AD_0511,Ad Creative 511,CMP_06,Campaign 4,Video,Facebook,01-07-24,55+,Female,40388,5071,7686.42,747,37471.94
AD_0512,Ad Creative 512,CMP_01,Campaign 20,Text,Facebook,07-07-24,55+,All,1610,939,8554.18,509,29987.79
AD_0513,Ad Creative 513,CMP_01,Campaign 8,Carousel,Facebook,02-07-24,25-34,Male,62362,7434,4419.03,419,26861.88
AD_0514,Ad Creative 514,CMP_19,Campaign 20,Carousel,Instagram,30-07-24,18-24,Male,7227,5351,367.69,357,31003.53
AD_0515,Ad Creative 515,CMP_20,Campaign 19,Video,Instagram,24-07-24,55+,Female,14282,6831,1613.77,182,6478.15
AD_0516,Ad Creative 516,CMP_03,Campaign 14,Image,Instagram,16-07-24,25-34,Male,4707,762,3228.56,306,27777.97
AD_0517,Ad Creative 517,CMP_07,Campaign 20,Image,Facebook,19-07-24,55+,Male,91055,4496,5270.76,337,19282.52
AD_0518,Ad Creative 518,CMP_14,Campaign 20,Carousel,Instagram,17-07-24,55+,All,63404,9908,7881.95,956,70373.56
AD_0519,Ad Creative 519,CMP_16,Campaign 16,Video,Facebook,23-07-24,35-44,Male,46390,2125,5626.56,629,35710.55
AD_0520,Ad Creative 520,CMP_07,Campaign 20,Text,Instagram,02-07-24,35-44,Female,217,30,4649.12,0,0
AD_0521,Ad Creative 521,CMP_09,Campaign 3,Carousel,Instagram,17-07-24,55+,Female,73464,3478,6406.36,11,793.12
AD_0522,Ad Creative 522,CMP_19,Campaign 20,Image,Facebook,07-07-24,35-44,Female,813,116,3333.16,87,3971.07
AD_0523,Ad Creative 523,CMP_05,Campaign 16,Video,Instagram,29-07-24,55+,Female,88152,7849,4745.27,938,12381.83
AD_0524,Ad Creative 524,CMP_10,Campaign 19,Carousel,Facebook,07-07-24,55+,All,60626,6782,7425.98,950,80901.54
AD_0525,Ad Creative 525,CMP_01,Campaign 11,Text,Facebook,19-07-24,55+,Female,43489,5793,9696.15,67,2361.17
AD_0526,Ad Creative 526,CMP_11,Campaign 2,Carousel,Instagram,03-07-24,45-54,Male,24570,9751,8646,119,9239
AD_0527,Ad Creative 527,CMP_10,Campaign 6,Image,Instagram,26-07-24,18-24,Male,48714,7404,9507.29,849,25005.25
AD_0528,Ad Creative 528,CMP_17,Campaign 5,Video,Instagram,30-07-24,45-54,All,12147,7270,249.84,518,27681.76
AD_0529,Ad Creative 529,CMP_04,Campaign 17,Video,Facebook,24-07-24,18-24,Female,68642,5084,3273.72,794,62927.14
AD_0530,Ad Creative 530,CMP_20,Campaign 3,Carousel,Instagram,29-07-24,18-24,Male,50811,8558,41.6,118,11081.42
AD_0531,Ad Creative 531,CMP_07,Campaign 11,Video,Facebook,10-07-24,35-44,All,68243,5119,5775.81,23,876.14
AD_0532,Ad Creative 532,CMP_09,Campaign 4,Image,Facebook,07-07-24,55+,Female,41841,7227,1176.95,687,16102.5
AD_0533,Ad Creative 533,CMP_10,Campaign 19,Video,Facebook,03-07-24,35-44,All,72016,5218,1416,277,20329.54
AD_0534,Ad Creative 534,CMP_02,Campaign 4,Text,Facebook,03-07-24,45-54,Female,44409,8856,507.74,454,5724.64
AD_0535,Ad Creative 535,CMP_15,Campaign 20,Carousel,Instagram,11-07-24,25-34,All,23469,9766,5927.77,912,77753.2
AD_0536,Ad Creative 536,CMP_15,Campaign 19,Video,Facebook,27-07-24,45-54,Male,99415,8740,9736.83,80,6241.35
AD_0537,Ad Creative 537,CMP_16,Campaign 8,Video,Facebook,28-07-24,55+,Female,59724,5085,6444.36,700,55289.09
AD_0538,Ad Creative 538,CMP_11,Campaign 15,Text,Facebook,03-07-24,45-54,Male,47648,6423,6996.3,187,13064.99
AD_0539,Ad Creative 539,CMP_12,Campaign 20,Video,Facebook,13-07-24,18-24,Female,46074,7842,8457.74,472,16710.29
AD_0540,Ad Creative 540,CMP_19,Campaign 14,Video,Facebook,18-07-24,25-34,Female,72905,1162,3021.53,811,41756.55
AD_0541,Ad Creative 541,CMP_14,Campaign 14,Carousel,Facebook,06-07-24,18-24,All,50317,1082,2082.78,348,25217.95
AD_0542,Ad Creative 542,CMP_15,Campaign 11,Image,Instagram,06-07-24,35-44,Female,93321,9407,4866.56,856,54180.25
AD_0543,Ad Creative 543,CMP_13,Campaign 11,Text,Facebook,03-07-24,25-34,Male,9133,1781,8140.76,701,55674.05
AD_0544,Ad Creative 544,CMP_10,Campaign 13,Text,Facebook,07-07-24,35-44,Female,76132,3,6608.98,1,50.77
AD_0545,Ad Creative 545,CMP_12,Campaign 3,Image,Instagram,28-07-24,25-34,Female,74757,4989,9433.36,940,46177.91
AD_0546,Ad Creative 546,CMP_18,Campaign 12,Image,Instagram,28-07-24,18-24,Male,8190,3024,5489.08,922,13628.5
AD_0547,Ad Creative 547,CMP_13,Campaign 13,Text,Facebook,22-07-24,25-34,Female,56595,9669,6252.33,403,29846.03
AD_0548,Ad Creative 548,CMP_14,Campaign 5,Carousel,Facebook,05-07-24,18-24,Male,18238,3083,3846.26,568,52939.52
AD_0549,Ad Creative 549,CMP_14,Campaign 5,Image,Facebook,21-07-24,45-54,Female,84995,257,7213.53,73,3927.63
AD_0550,Ad Creative 550,CMP_17,Campaign 14,Text,Instagram,12-07-24,25-34,Male,91156,9902,4257.33,952,24925.04
AD_0551,Ad Creative 551,CMP_08,Campaign 17,Carousel,Instagram,30-07-24,55+,All,55685,9905,5779.6,7,603.49
AD_0552,Ad Creative 552,CMP_04,Campaign 19,Text,Facebook,05-07-24,55+,Female,48109,548,5681.71,38,2790.7
AD_0553,Ad Creative 553,CMP_08,Campaign 16,Image,Instagram,20-07-24,18-24,Female,60950,8469,5233.81,80,5192.51
AD_0554,Ad Creative 554,CMP_19,Campaign 11,Text,Instagram,31-07-24,35-44,Female,70137,176,4540.62,120,10985.39
AD_0555,Ad Creative 555,CMP_02,Campaign 16,Video,Facebook,22-07-24,35-44,All,21965,578,7269.85,311,18888.14
AD_0556,Ad Creative 556,CMP_03,Campaign 9,Carousel,Facebook,20-07-24,35-44,Female,81840,447,4847.86,146,3126.43
AD_0557,Ad Creative 557,CMP_19,Campaign 5,Text,Instagram,26-07-24,25-34,Female,33689,232,1115.94,189,4860.18
AD_0558,Ad Creative 558,CMP_02,Campaign 11,Image,Facebook,20-07-24,25-34,Female,91861,3869,1808.5,496,28502.64
AD_0559,Ad Creative 559,CMP_06,Campaign 7,Carousel,Facebook,21-07-24,35-44,Male,98675,6765,3831.98,788,54734.52
AD_0560,Ad Creative 560,CMP_18,Campaign 8,Text,Instagram,16-07-24,35-44,Male,6894,1372,3987.75,475,17633.44
AD_0561,Ad Creative 561,CMP_13,Campaign 11,Image,Facebook,30-07-24,55+,All,69536,7122,2888.28,12,981.09
AD_0562,Ad Creative 562,CMP_11,Campaign 9,Carousel,Facebook,09-07-24,55+,Female,46386,7074,9180.46,625,54532.51
AD_0563,Ad Creative 563,CMP_17,Campaign 11,Video,Instagram,18-07-24,18-24,All,60448,3961,6719.06,751,59587.91
AD_0564,Ad Creative 564,CMP_15,Campaign 12,Video,Instagram,09-07-24,25-34,Male,1120,139,4112.78,3,171.82
AD_0565,Ad Creative 565,CMP_07,Campaign 20,Image,Facebook,03-07-24,55+,Male,3116,2537,569.29,94,5966.41
AD_0566,Ad Creative 566,CMP_06,Campaign 9,Carousel,Instagram,22-07-24,18-24,All,49287,9274,9671.67,822,74506.2
AD_0567,Ad Creative 567,CMP_11,Campaign 9,Video,Facebook,09-07-24,18-24,Female,59443,4528,4270.12,787,71857.22
AD_0568,Ad Creative 568,CMP_06,Campaign 15,Image,Instagram,30-07-24,25-34,All,50943,5450,2582.76,61,5072.28
AD_0569,Ad Creative 569,CMP_14,Campaign 7,Image,Instagram,23-07-24,35-44,Male,51473,2923,4920.83,660,15146.03
AD_0570,Ad Creative 570,CMP_15,Campaign 1,Text,Facebook,21-07-24,18-24,Male,4579,597,5713.66,72,2343.86
AD_0571,Ad Creative 571,CMP_13,Campaign 19,Image,Instagram,16-07-24,45-54,Female,87121,6397,1516.5,272,10794.26
AD_0572,Ad Creative 572,CMP_16,Campaign 4,Carousel,Instagram,22-07-24,35-44,Female,95399,1148,2258.86,553,24662.78
AD_0573,Ad Creative 573,CMP_11,Campaign 3,Text,Instagram,21-07-24,25-34,Male,7244,5179,6470.92,981,42067.22
AD_0574,Ad Creative 574,CMP_13,Campaign 4,Carousel,Instagram,03-07-24,45-54,All,72686,644,6607.51,393,14501.04
AD_0575,Ad Creative 575,CMP_19,Campaign 8,Text,Instagram,03-07-24,55+,All,24843,2292,1931.33,36,2691.95
AD_0576,Ad Creative 576,CMP_01,Campaign 2,Carousel,Facebook,11-07-24,18-24,Female,40344,8186,9649.56,546,45350.78
AD_0577,Ad Creative 577,CMP_18,Campaign 5,Video,Facebook,02-07-24,25-34,Female,15501,3468,6538.67,826,47148.71
AD_0578,Ad Creative 578,CMP_08,Campaign 5,Image,Facebook,21-07-24,18-24,Female,85709,312,9071.84,241,15822.49
AD_0579,Ad Creative 579,CMP_04,Campaign 4,Text,Facebook,03-07-24,25-34,Female,12762,7474,1707.31,625,39496.14
AD_0580,Ad Creative 580,CMP_18,Campaign 5,Carousel,Facebook,25-07-24,18-24,All,44226,6586,1208.46,332,23760.56
AD_0581,Ad Creative 581,CMP_14,Campaign 6,Carousel,Facebook,15-07-24,25-34,All,22744,5496,1207.89,64,1453.52
AD_0582,Ad Creative 582,CMP_13,Campaign 6,Image,Instagram,03-07-24,18-24,Male,5344,1092,7910.63,102,6823.55
AD_0583,Ad Creative 583,CMP_14,Campaign 16,Video,Facebook,05-07-24,35-44,All,23526,1460,6517.73,723,64941.57
AD_0584,Ad Creative 584,CMP_02,Campaign 20,Video,Instagram,20-07-24,18-24,All,59047,6750,9380.93,244,15847.41
AD_0585,Ad Creative 585,CMP_04,Campaign 17,Image,Instagram,28-07-24,55+,All,39488,5699,46.2,428,13356.81
AD_0586,Ad Creative 586,CMP_02,Campaign 7,Image,Facebook,22-07-24,45-54,Female,28750,7605,6264.83,788,22639.07
AD_0587,Ad Creative 587,CMP_12,Campaign 10,Video,Instagram,09-07-24,35-44,All,23121,2617,9226.77,686,10195.66
AD_0588,Ad Creative 588,CMP_18,Campaign 6,Video,Facebook,16-07-24,55+,Male,99416,7424,1044.66,44,647.73
AD_0589,Ad Creative 589,CMP_14,Campaign 7,Carousel,Facebook,25-07-24,18-24,Female,9297,3855,4448.49,738,45887.78
AD_0590,Ad Creative 590,CMP_13,Campaign 8,Image,Instagram,19-07-24,45-54,Male,29865,1606,7377.61,242,21366.12
AD_0591,Ad Creative 591,CMP_13,Campaign 12,Video,Instagram,24-07-24,25-34,All,57139,2374,9278.91,221,11259.77
AD_0592,Ad Creative 592,CMP_19,Campaign 2,Carousel,Facebook,04-07-24,45-54,Female,47011,4418,3359.25,207,2667.92
AD_0593,Ad Creative 593,CMP_20,Campaign 6,Video,Facebook,03-07-24,45-54,All,54827,2804,3436.09,778,69846.36
AD_0594,Ad Creative 594,CMP_01,Campaign 14,Video,Facebook,11-07-24,45-54,All,64132,3546,4735.15,605,31247.44
AD_0595,Ad Creative 595,CMP_01,Campaign 14,Image,Facebook,16-07-24,55+,Male,29161,9695,1490.12,968,59660.81
AD_0596,Ad Creative 596,CMP_04,Campaign 15,Text,Facebook,03-07-24,55+,Male,55807,8701,4792.95,403,32974.1
AD_0597,Ad Creative 597,CMP_08,Campaign 3,Image,Instagram,22-07-24,35-44,Male,90863,6662,2180.46,972,41073.33
AD_0598,Ad Creative 598,CMP_15,Campaign 15,Video,Instagram,06-07-24,35-44,All,92193,7524,5704.02,878,54900.82
AD_0599,Ad Creative 599,CMP_11,Campaign 17,Image,Instagram,14-07-24,35-44,All,60866,22,707.45,20,1808.18
AD_0600,Ad Creative 600,CMP_03,Campaign 20,Carousel,Facebook,17-07-24,35-44,Male,80291,8887,7944.89,589,47645.54
AD_0601,Ad Creative 601,CMP_12,Campaign 6,Image,Facebook,05-07-24,35-44,Male,14554,6274,4653.8,374,5115.83
AD_0602,Ad Creative 602,CMP_19,Campaign 7,Video,Instagram,12-07-24,35-44,All,70740,1860,4785.2,664,62763.48
AD_0603,Ad Creative 603,CMP_15,Campaign 16,Image,Instagram,23-07-24,55+,All,89168,6929,545.07,283,12325.57
AD_0604,Ad Creative 604,CMP_03,Campaign 7,Text,Facebook,03-07-24,45-54,Male,69852,4788,6209.7,462,37880
AD_0605,Ad Creative 605,CMP_05,Campaign 16,Video,Facebook,17-07-24,18-24,Female,37807,1260,1648.08,111,2229.13
AD_0606,Ad Creative 606,CMP_15,Campaign 1,Carousel,Facebook,03-07-24,18-24,Male,54606,8870,1320.71,954,39307.68
AD_0607,Ad Creative 607,CMP_11,Campaign 16,Text,Instagram,10-07-24,55+,Male,68117,5503,5787.26,421,29056.77
AD_0608,Ad Creative 608,CMP_10,Campaign 2,Video,Instagram,10-07-24,45-54,Male,40182,2813,2600.44,808,43294.16
AD_0609,Ad Creative 609,CMP_06,Campaign 5,Video,Facebook,04-07-24,18-24,Female,81095,2634,5353.4,728,19223.02
AD_0610,Ad Creative 610,CMP_18,Campaign 2,Carousel,Instagram,05-07-24,35-44,Female,75314,2072,2604.44,451,11998.72
AD_0611,Ad Creative 611,CMP_13,Campaign 16,Video,Instagram,30-07-24,35-44,Male,70771,2663,3015.95,546,50690.13
AD_0612,Ad Creative 612,CMP_16,Campaign 10,Video,Instagram,11-07-24,18-24,All,572,559,3313.14,519,38141.63
AD_0613,Ad Creative 613,CMP_01,Campaign 13,Video,Instagram,12-07-24,18-24,Female,62791,656,6780.24,142,2913.68
AD_0614,Ad Creative 614,CMP_09,Campaign 7,Image,Facebook,18-07-24,45-54,All,7223,4981,1951.9,656,37640.65
AD_0615,Ad Creative 615,CMP_11,Campaign 20,Image,Instagram,13-07-24,25-34,All,88032,1431,5118.12,999,27473
AD_0616,Ad Creative 616,CMP_12,Campaign 10,Text,Facebook,07-07-24,45-54,All,56061,6056,3728.63,395,14069.32
AD_0617,Ad Creative 617,CMP_14,Campaign 14,Video,Facebook,05-07-24,25-34,Female,54484,7249,1638.32,295,22278.42
AD_0618,Ad Creative 618,CMP_13,Campaign 3,Image,Instagram,21-07-24,35-44,Female,62218,8606,661.62,343,33068.14
AD_0619,Ad Creative 619,CMP_05,Campaign 7,Video,Instagram,10-07-24,55+,Female,22933,9106,7102.61,473,36880.73
AD_0620,Ad Creative 620,CMP_15,Campaign 8,Image,Facebook,05-07-24,35-44,Female,5545,2473,5852.29,854,46516.56
AD_0621,Ad Creative 621,CMP_14,Campaign 6,Text,Facebook,01-07-24,18-24,Female,83968,7742,6538.3,127,11473.41
AD_0622,Ad Creative 622,CMP_19,Campaign 14,Carousel,Instagram,23-07-24,18-24,Female,64635,1093,7455.78,613,38187.4
AD_0623,Ad Creative 623,CMP_02,Campaign 5,Carousel,Instagram,29-07-24,25-34,Female,67187,9425,8452.88,17,419.16
AD_0624,Ad Creative 624,CMP_12,Campaign 2,Carousel,Instagram,17-07-24,18-24,All,21415,866,3611.95,279,18766.17
AD_0625,Ad Creative 625,CMP_18,Campaign 11,Carousel,Instagram,09-07-24,35-44,Male,25413,3002,945.54,783,60867.73
